Name,Sw nonHA,Sh nonHA,Sw HA,Sh HA,-
Oranguru,Unknown,"[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml)",Unknown,"[13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml)",-
Passimian,"[48](https://www.serebii.net/swordshield/maxraidbattles/den48.shtml), [123](https://www.serebii.net/swordshield/maxraidbattles/den123.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,"[48](https://www.serebii.net/swordshield/maxraidbattles/den48.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml)",Unknown,-
Wimpod,"[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)","[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)",None,None,-
Golisopod,"[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)","[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml)",None,None,-
Sandygast,"[127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)","[127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)",[128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml),[128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml),-
Palossand,"[127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)",[127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml),"[127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml)",[127](https://www.serebii.net/swordshield/maxraidbattles/den127.shtml),-
Pyukumuku,"[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml)","[9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [76](https://www.serebii.net/swordshield/maxraidbattles/den76.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml)","[44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml)","[44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml)",-
Turtonator,"[19](https://www.serebii.net/swordshield/maxraidbattles/den19.shtml), [37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",Unknown,[132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml),Unknown,-
Togedemaru,"[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml)","[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml)","[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml)","[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml)",-
Mimikyu,[62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml),[62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml),None,None,-
Drampa,Unknown,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",Unknown,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",-
Dhelmise,"[28](https://www.serebii.net/swordshield/maxraidbattles/den28.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml)","[28](https://www.serebii.net/swordshield/maxraidbattles/den28.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml)",None,None,-
Jangmo-o,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",Unknown,[132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml),Unknown,-
Hakamo-o,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",Unknown,[132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml),Unknown,-
Kommo-o,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",Unknown,"[37](https://www.serebii.net/swordshield/maxraidbattles/den37.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml)",Unknown,-
Skwovet,"[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml), [94](https://www.serebii.net/swordshield/maxraidbattles/den94.shtml), [95](https://www.serebii.net/swordshield/maxraidbattles/den95.shtml), [96](https://www.serebii.net/swordshield/maxraidbattles/den96.shtml), [97](https://www.serebii.net/swordshield/maxraidbattles/den97.shtml), [98](https://www.serebii.net/swordshield/maxraidbattles/den98.shtml)","[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml), [94](https://www.serebii.net/swordshield/maxraidbattles/den94.shtml), [95](https://www.serebii.net/swordshield/maxraidbattles/den95.shtml), [96](https://www.serebii.net/swordshield/maxraidbattles/den96.shtml), [97](https://www.serebii.net/swordshield/maxraidbattles/den97.shtml), [98](https://www.serebii.net/swordshield/maxraidbattles/den98.shtml)",None,None,-
Greedent,"[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)","[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)",[151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml),[151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml),-
Rookidee,"[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)",None,None,-
Corvisquire,"[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)",None,None,-
Corviknight,"[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)",-
Blipbug,"[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)",[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),-
Dottler,"[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)",[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),-
Orbeetle,"[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml), [90](https://www.serebii.net/swordshield/maxraidbattles/den90.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [13](https://www.serebii.net/swordshield/maxraidbattles/den13.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[5](https://www.serebii.net/swordshield/maxraidbattles/den5.shtml), [92](https://www.serebii.net/swordshield/maxraidbattles/den92.shtml), [109](https://www.serebii.net/swordshield/maxraidbattles/den109.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)",-
Nickit,"[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",None,None,-
Thievul,"[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml)","[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml)",[122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml),[122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml),-
Gossifleur,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59] (https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",None,None,-
Eldegoss,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [70](https://www.serebii.net/swordshield/maxraidbattles/den70.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",-
Wooloo,"[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml)","[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml)",None,None,-
Dubwool,"[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml), [100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml)","[40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [65](https://www.serebii.net/swordshield/maxraidbattles/den65.shtml), [100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml)",[100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml),[100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml),-
Chewtle,"[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [44](https://www.serebii.net/swordshield/maxraidbattles/den44.shtml), [67](https://www.serebii.net/swordshield/maxraidbattles/den67.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [91](https://www.serebii.net/swordshield/maxraidbattles/den91.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)",[148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml),[148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml),-
Drednaw,"[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[8](https://www.serebii.net/swordshield/maxraidbattles/den8.shtml), [9](https://www.serebii.net/swordshield/maxraidbattles/den9.shtml), [42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)","[42](https://www.serebii.net/swordshield/maxraidbattles/den42.shtml), [78](https://www.serebii.net/swordshield/maxraidbattles/den78.shtml), [135](https://www.serebii.net/swordshield/maxraidbattles/den135.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml)",-
Yamper,"[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml)","[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml)",None,None,-
Boltund,"[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml)","[25](https://www.serebii.net/swordshield/maxraidbattles/den25.shtml), [56](https://www.serebii.net/swordshield/maxraidbattles/den56.shtml), [72](https://www.serebii.net/swordshield/maxraidbattles/den72.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml)",[106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml),[106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml),-
Rolycoly,"[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)","[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml)",None,None,-
Carkol,"[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)","[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)",None,None,-
Coalossal,"[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)","[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)","[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml), [83](https://www.serebii.net/swordshield/maxraidbattles/den83.shtml)","[15](https://www.serebii.net/swordshield/maxraidbattles/den15.shtml), [20](https://www.serebii.net/swordshield/maxraidbattles/den20.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [54](https://www.serebii.net/swordshield/maxraidbattles/den54.shtml), [80](https://www.serebii.net/swordshield/maxraidbattles/den80.shtml)",-
Applin,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)","[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [64](https://www.serebii.net/swordshield/maxraidbattles/den64.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)",[151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml),[151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml),-
Flapple,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)",Unknown,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)",Unknown,-
Appletun,Unknown,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)",Unknown,"[27](https://www.serebii.net/swordshield/maxraidbattles/den27.shtml), [38](https://www.serebii.net/swordshield/maxraidbattles/den38.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml), [131](https://www.serebii.net/swordshield/maxraidbattles/den131.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml)",-
